title,company_name,label
Allstate names industry veteran as new chief executive following activist pressure,Allstate,relevant
Sources: Alphabet close to finalising acquisition of AI startup for $90.0 billion,Alphabet,relevant
Eli Lilly cuts full-year guidance citing drug pricing pressure,Eli Lilly,relevant
American Express Q3 earnings of $2.14 per share beats analyst estimates,American Express,relevant
"Uber reports 8% drop in quarterly revenue, cuts annual guidance",Uber,relevant
"Bernstein raises Warner Bros. Discovery to sell, calls valuation compelling after selloff",Warner Bros. Discovery,irrelevant
Progressive delivery driver faces criminal charges unrelated to employment in Minneapolis,Progressive,irrelevant
McDonald's announces $1.2 billion share buyback program,McDonald's,relevant
T-Mobile faces social media campaign targeting marketing to minors allegations,T-Mobile,irrelevant
Former DuPont former CFO appointed to advisory board of a hedge fund,DuPont,irrelevant
Accenture says full-year revenue will fall short of prior guidance by 11%,Accenture,relevant
Local school renamed after Verizon founder despite community debate,Verizon,irrelevant
UnitedHealth raises full-year earnings guidance following stronger-than-expected drug sales,UnitedHealth,relevant
Group of former General Electric software engineers alleges pregnancy discrimination in federal class-action,General Electric,irrelevant
Pfizer activist investor discloses $14.0 billion stake pushes for margin improvement,Pfizer,relevant
Former Northrop Grumman former general counsel named to lead a healthcare company,Northrop Grumman,irrelevant
Allstate agrees to $250 million settlement with DOJ over data privacy violations,Allstate,relevant
JPMorgan Chase to present at the Aspen Ideas Festival next month,JPMorgan Chase,irrelevant
Johnson & Johnson raises quarterly dividend 21% to $0.85 per share,Johnson & Johnson,relevant
McDonald's credit rating placed on negative watch by S&P citing progress on cost reduction,McDonald's,relevant
"Evercore ISI cuts Apple to buy, flags margin pressure ahead",Apple,irrelevant
Travelers president says immigration policy is creating uncertainty for long-term investment decisions,Travelers,irrelevant
Target acquires specialty retailer for $250 million to bolster specialty retailer,Target,relevant
PepsiCo logistics coordinator arrested for allegedly cashing fraudulent checks in Chicago,PepsiCo,irrelevant
Verizon branch teller arrested for alleged theft from delivery route in Chicago,Verizon,irrelevant
UnitedHealth recognized on Forbes' list of best employers for workplace culture,UnitedHealth,irrelevant
Stellantis ordered by CFTC to pay $180 million over misleading investors,Stellantis,relevant
Accenture faces class-action over cloud infrastructure company product defect affecting millions of users,Accenture,relevant
ServiceNow denies wrongdoing in pregnancy discrimination complaint filed by former sales representative,ServiceNow,irrelevant
"Boeing to eliminate 4,000 positions as part of $8.3 billion cost reduction plan",Boeing,relevant
"ConocoPhillips CFO announces departure, company names industry outsider as replacement",ConocoPhillips,relevant
Tyson Foods CEO says global trade requires urgent attention from elected officials,Tyson Foods,irrelevant
Why is Progressive stock falls to 52-week low today? Here is what we know,Progressive,irrelevant
"Capital One posts Q2 net income of $2.5 billion, comes in below consensus",Capital One,relevant
Starbucks human resources manager cited for personal safety violation in Detroit,Starbucks,irrelevant
Pfizer co-founder says healthcare costs is moving in the right direction but more work remains,Pfizer,irrelevant
"Needham lifts Deere & Company to underperform, sees accelerating revenue growth",Deere & Company,irrelevant
"Boeing to eliminate 5,500 positions as part of $2.5 billion cost reduction plan",Boeing,relevant
"Starbucks divestiture seen as competitive threat to Deere & Company, analyst says",Deere & Company,irrelevant
Accenture sales representative arrested after incident caught on security camera in Atlanta,Accenture,irrelevant
Procter & Gamble pulls advertising from streaming service following controversial comments online,Procter & Gamble,irrelevant
Alphabet CFO says energy policy demands a thoughtful policy response from legislators,Alphabet,irrelevant
Aflac logistics coordinator arrested in connection with unrelated drug charges in New York,Aflac,irrelevant
Chevron loses downstream refining unit contract to rival in blow to revenue outlook,Chevron,relevant
"Evercore ISI cuts Lockheed Martin to hold, says near-term catalysts are limited",Lockheed Martin,irrelevant
Warner Bros. Discovery Q2 earnings of $5.37 per share tops expectations,Warner Bros. Discovery,relevant
FedEx rolls out in-app chat support to its retail website,FedEx,irrelevant
Tesla chief executive says the labor market is something all companies need to take seriously,Tesla,irrelevant
Aflac launches two-factor authentication prompts to its cloud console,Aflac,irrelevant
Berkshire Hathaway adds an updated help center to its website,Berkshire Hathaway,irrelevant
Former Johnson & Johnson customer service representative files age discrimination complaint with EEOC,Johnson & Johnson,irrelevant
Raytheon CFO says tax policy is moving in the right direction but more work remains,Raytheon,irrelevant
Yum Brands Q2 operating income surges 24% on strong organic volume growth,Yum Brands,relevant
AT&T store manager arrested for allegedly cashing fraudulent checks in New York,AT&T,irrelevant
"Mondelez sees Q2 revenue of $0.8 billion, below prior guidance and analyst consensus",Mondelez,relevant
General Electric raises full-year guidance after Q1 beat on strong construction equipment demand,General Electric,relevant
Former Chevron software engineer files racial harassment complaint with EEOC,Chevron,irrelevant
Wells Fargo CFO scheduled to appear at the Allen & Company Sun Valley conference investor day,Wells Fargo,irrelevant
AT&T Q1 earnings of $3.10 per share falls short of expectations,AT&T,relevant
Wells Fargo logistics coordinator arrested in connection with unrelated drug charges in Atlanta,Wells Fargo,irrelevant
Capital One loses retail brokerage unit contract to rival in blow to revenue outlook,Capital One,relevant
Mother's Day: the best Under Armour software subscriptions deals you can get right now,Under Armour,irrelevant
Chipotle chief executive says banking regulation is something all companies need to take seriously,Chipotle,irrelevant
Starbucks cuts full-year guidance citing traffic softness amid consumer trade-down,Starbucks,relevant
Charles Schwab faces disability discrimination lawsuit filed by former sales representative,Charles Schwab,irrelevant
Wells Fargo raises quarterly dividend 24% to $1.38 per share,Wells Fargo,relevant
Goldman Sachs branch teller arrested for allegedly cashing fraudulent checks in New York,Goldman Sachs,irrelevant
Report: T-Mobile exploring a buyout of a rival — company declines to comment,T-Mobile,irrelevant
Deere & Company reaches $45 million agreement with local labor board to resolve an advertising standards complaint,Deere & Company,irrelevant
"Barclays downgrades Republic Services to outperform, sees limited upside from current levels",Republic Services,irrelevant
PepsiCo ranks among Barron's most sustainable companies for the fifth year running,PepsiCo,irrelevant
Meta to pay $8 million in connection with a product labeling issue investigation,Meta,irrelevant
Amazon chief operating officer says inflation demands a thoughtful policy response from legislators,Amazon,irrelevant
General Electric financial advisor arrested for allegedly cashing fraudulent checks in Chicago,General Electric,irrelevant
"UPS reports 15% drop in quarterly revenue, cuts annual guidance",UPS,relevant
American Express chief executive says the federal budget is top of mind for executives across every industry,American Express,irrelevant
Report: CSX considering a headquarters relocation — company declines to comment,CSX,irrelevant
Dollar General fined $25 million by EEOC over a minor fair lending violation,Dollar General,irrelevant
"Barclays raises Dow to sell, says near-term headwinds are priced in",Dow,irrelevant
ServiceNow to acquire AI startup for $5.1 billion in all-stock deal,ServiceNow,relevant
Target settles pregnancy discrimination complaint filed by group of warehouse workers for undisclosed amount,Target,irrelevant
How JPMorgan Chase's restructuring could reshape the competitive landscape for ServiceNow,ServiceNow,irrelevant
JPMorgan Chase Q4 gross margin widens to 37.1% on strong card spending volumes,JPMorgan Chase,relevant
Mastercard snaps up payments company for $500 million in bolt-on acquisition,Mastercard,relevant
Alphabet district manager faces restraining order filed by former coworker in Charlotte,Alphabet,irrelevant
DuPont faces criticism from advocacy groups over environmental claims on packaging,DuPont,irrelevant
Dow faces class-action lawsuit over alleged racial harassment among district managers,Dow,irrelevant
"Bloomberg: Netflix considering selling its media division, though talks are preliminary",Netflix,irrelevant
New IDC data shows American Express gaining share in ride-sharing,American Express,irrelevant
Dow CEO to deliver keynote at the Milken Institute Global Conference,Dow,irrelevant
Apple refreshes accessibility improvements to its checkout flow,Apple,irrelevant
"Needham trims Nike to neutral, lowers price target on earnings miss",Nike,irrelevant
Berkshire Hathaway issues $14.0 billion in senior notes to fund capital expenditures,Berkshire Hathaway,relevant
"Merck to eliminate 5,500 positions as part of $14.0 billion cost reduction plan",Merck,relevant
"Alphabet CEO departs following board review, board promotes division head to top role",Alphabet,relevant
"AbbVie CFO announces resignation, company names former divisional CFO as replacement",AbbVie,relevant
Former Norfolk Southern former general counsel appointed to advisory board of a healthcare company,Norfolk Southern,irrelevant
"Sources: Paramount Global in early discussions about a joint venture — no deal imminent, sources say",Paramount Global,irrelevant
"Evercore ISI downgrades Verizon to neutral, flags deteriorating pricing power",Verizon,irrelevant
Group of former AT&T store managers alleges gender discrimination in federal class-action,AT&T,irrelevant
"Nvidia lowers Q2 outlook, sends shares sharply lower in after-hours trading",Nvidia,relevant
Former Caterpillar retail associate files pay discrimination complaint with EEOC,Caterpillar,irrelevant
Nike branch teller charged with running fraud scheme at local branch in Phoenix,Nike,irrelevant
JPMorgan Chase CEO says the federal budget is a concern shared by businesses of all sizes,JPMorgan Chase,irrelevant
McDonald's announces $2.1 billion share buyback program,McDonald's,relevant
Rumour: Could Aflac be considering selling its media division? Analysts are watching,Aflac,irrelevant
CSX former CEO departs to become partner at a healthcare company,CSX,irrelevant
Merck sued by group of loan officers alleging age discrimination in hiring practices,Merck,irrelevant
DuPont former president departs to become partner at a private equity firm,DuPont,irrelevant
T-Mobile pulls advertising from streaming service following offensive social media post,T-Mobile,irrelevant
Goldman Sachs Q4 operating income surges 15% on record investment banking fees,Goldman Sachs,relevant
"FedEx announces 3,000 job cuts in consumer unit amid strategic review",FedEx,relevant
Colgate-Palmolive launches spending insights tab to its customer portal,Colgate-Palmolive,irrelevant
"Halliburton announces 1,200 job cuts in retail operations amid business reorganization",Halliburton,relevant
"Jefferies boosts Mastercard to outperform, calls recent dip a buying opportunity",Mastercard,irrelevant
"Barclays downgrades CVS Health to overweight, flags execution risks",CVS Health,irrelevant
"General Motors delivers record number of vehicles in Q1, surpasses consensus",General Motors,relevant
Aflac ordered by EPA to pay $180 million over market manipulation,Aflac,relevant
Capital One agrees to sell consumer banking arm for $1.2 billion to strategic acquirer,Capital One,relevant
General Motors ends partnership with sports personality after controversial comments online,General Motors,irrelevant
Colgate-Palmolive settles disability discrimination complaint filed by group of delivery drivers for undisclosed amount,Colgate-Palmolive,irrelevant
"UBS trims Warner Bros. Discovery to sell, lowers estimates on weak guidance",Warner Bros. Discovery,irrelevant
Is Mondelez's latest running shoes worth buying? A consumer review,Mondelez,irrelevant
Is Republic Services's latest sneakers worth buying? A consumer review,Republic Services,irrelevant
FDA orders Booking Holdings to halt production at facility over contamination findings,Booking Holdings,relevant
"Barclays raises IBM to neutral, sees accelerating revenue growth",IBM,irrelevant
"Deutsche Bank raises Airbnb to equal weight, sees margin recovery underway",Airbnb,irrelevant
Berkshire Hathaway sales representative faces personal lawsuit unrelated to company activities in Houston,Berkshire Hathaway,irrelevant
Progressive names industry veteran as new chief executive following CEO transition,Progressive,relevant
Merck chairman says supply chain resilience presents both risks and opportunities for the private sector,Merck,irrelevant
Deere & Company employees protest termination of diversity programs at headquarters,Deere & Company,irrelevant
Verizon sued by former employee alleging sexual harassment in pay practices,Verizon,irrelevant
Berkshire Hathaway names longtime board member as new chief executive following activist pressure,Berkshire Hathaway,relevant
Visa raises quarterly dividend 21% to $0.62 per share,Visa,relevant
Report: Under Armour in early discussions about a joint venture — company declines to comment,Under Armour,irrelevant
Uber executive to speak at the World Economic Forum in Davos on the global supply chain,Uber,irrelevant
Nike drops sponsorship of annual awards show following social media backlash,Nike,irrelevant
Dow executive to speak at the Goldman Sachs Communacopia conference on the future of AI,Dow,irrelevant
Republic Services district manager arrested in connection with unrelated drug charges in Detroit,Republic Services,irrelevant
Visa to acquire insurance company for $14.0 billion in stock-and-cash transaction,Visa,relevant
Allstate sued by group of retail workers alleging disability discrimination in performance reviews,Allstate,irrelevant
"Travelers lowers Q3 outlook, sends shares sharply lower in after-hours trading",Travelers,relevant
Northrop Grumman Q4 gross margin widens to 13.2% on strong government defense spending,Northrop Grumman,relevant
Starbucks agrees to $8 million penalty over a disclosure timing issue,Starbucks,irrelevant
Merck agrees to sell insurance unit for $14.0 billion to private equity firm,Merck,relevant
Booking Holdings customer service representative arrested after incident caught on security camera in Boston,Booking Holdings,irrelevant
Republic Services software engineer faces restraining order filed by former coworker in Miami,Republic Services,irrelevant
Walmart recognized on Barron's most sustainable companies for workplace culture,Walmart,irrelevant
Kimberly-Clark executive to speak at the Milken Institute Global Conference on the global supply chain,Kimberly-Clark,irrelevant
Warner Bros. Discovery chief operating officer says consumer spending is something all companies need to take seriously,Warner Bros. Discovery,irrelevant
Progressive cuts full-year guidance citing rising claims severity,Progressive,relevant
Charles Schwab CEO joins panel discussion at the Allen & Company Sun Valley conference on innovation and growth,Charles Schwab,irrelevant
Under Armour cuts full-year guidance citing volume declines from price elasticity,Under Armour,relevant
Nvidia data center revenue surges 42% on record AI chip demand,Nvidia,relevant
"Bank of America boosts IBM to overweight, cites strong earnings visibility",IBM,irrelevant
Is Bank of America's latest running shoes worth buying? A consumer review,Bank of America,irrelevant
Comcast blows past Q4 estimates on strong wireless postpaid net adds,Comcast,relevant
Meta to acquire enterprise software company for $3.4 billion in all-stock deal,Meta,relevant
Nvidia chairman says the housing market demands a thoughtful policy response from legislators,Nvidia,irrelevant
Meta employees sign open letter opposing termination of diversity programs,Meta,irrelevant
Mastercard acquires fintech startup for $750 million to bolster fintech startup,Mastercard,relevant
Booking Holdings faces social media campaign targeting environmental claims on packaging,Booking Holdings,irrelevant
"Citi boosts Dollar General to neutral, sees margin recovery underway",Dollar General,irrelevant
CVS Health in deal to take over clinical-stage drug developer for $2.5 billion,CVS Health,relevant
Merck to acquire biotech startup for $3.4 billion in all-stock deal,Merck,relevant
CSX raises per-shipment surcharge citing fuel and labor cost pressures,CSX,relevant
"Chipotle lowers Q4 outlook, sends shares sharply lower in after-hours trading",Chipotle,relevant
Paramount Global launches a new password manager to its cloud console,Paramount Global,irrelevant
General Electric settles disability discrimination complaint filed by former employee for undisclosed amount,General Electric,irrelevant
Booking Holdings cuts full-year guidance citing weakening travel demand,Booking Holdings,relevant
"Jefferies raises Starbucks to overweight, cites market share gains",Starbucks,irrelevant
Raytheon CFO says immigration policy is the biggest challenge facing businesses today,Raytheon,irrelevant
Kraft Heinz adds in-app chat support to its enterprise dashboard,Kraft Heinz,irrelevant
Accenture CEO named to Fortune's most admired companies list,Accenture,irrelevant
"Bloomberg: Booking Holdings considering selling its media division, though talks are preliminary",Booking Holdings,irrelevant
Walmart employees protest return-to-office mandate at headquarters,Walmart,irrelevant
Accenture cited as top player in semiconductor manufacturing by Gartner industry survey,Accenture,irrelevant
Dow CFO says the housing market demands a thoughtful policy response from legislators,Dow,irrelevant
EEOC opens investigation into Dollar General over alleged racial harassment in hiring practices,Dollar General,irrelevant
Booking Holdings earns top score on Fast Company's most innovative companies,Booking Holdings,irrelevant
Yum Brands launches spending insights tab to its loyalty app,Yum Brands,irrelevant
New Goldman Sachs Research data shows Accenture gaining share in smartphone sales,Accenture,irrelevant
IDC estimates Visa controls 52% of the digital advertising market,Visa,irrelevant
PepsiCo Q2 gross margin widens to 29.8% on strong same-store sales growth,PepsiCo,relevant
Honeywell faces national origin discrimination lawsuit filed by former sales representative,Honeywell,irrelevant
"Bank of America upgrades McDonald's to hold, calls recent dip a buying opportunity",McDonald's,irrelevant
Kimberly-Clark CFO says the housing market cannot be solved by the private sector alone,Kimberly-Clark,irrelevant
"Mizuho raises General Motors to hold, sees accelerating revenue growth",General Motors,irrelevant
AbbVie Q3 earnings of $1.87 per share surpasses consensus,AbbVie,relevant
Goldman Sachs Research estimates Comcast controls 44% of the smartphone sales market,Comcast,irrelevant
Wells Fargo said to be evaluating strategic alternatives in early-stage discussions,Wells Fargo,irrelevant
Tesla employees sign open letter opposing changes to remote work flexibility,Tesla,irrelevant
FedEx shares trade lower as investors rotate into defensives — no new company news,FedEx,irrelevant
Netflix chairman says inflation presents both risks and opportunities for the private sector,Netflix,irrelevant
Chevron lays out roadmap to 27% operating margin by 2027,Chevron,relevant
"Piper Sandler boosts Lowe's to equal weight, points to improving competitive position",Lowe's,irrelevant
FedEx to present at the MIT Sloan Management Conference next month,FedEx,irrelevant
"ConocoPhillips to eliminate 2,000 positions as part of $5.1 billion cost reduction plan",ConocoPhillips,relevant
Consumer guide: Tyson Foods airline miles cards ranked and reviewed,Tyson Foods,irrelevant
BlackRock human resources manager cited for personal safety violation in Charlotte,BlackRock,irrelevant
3M employees protest new attendance tracking system at headquarters,3M,irrelevant
Emerson Electric divests safety products division in $1.2 billion deal as part of strategic review,Emerson Electric,relevant
"Target turns in a Q3 quarter investors had feared, stock drops",Target,relevant
"Citi trims Eli Lilly to overweight, says valuation stretched after recent rally",Eli Lilly,irrelevant
IBM faces $22.0 billion fine from state attorneys general over environmental violations,IBM,relevant
Deere & Company issues $1.2 billion in senior notes to refinance maturing debt,Deere & Company,relevant
Wells Fargo CEO says cryptocurrency regulation cannot be solved by the private sector alone,Wells Fargo,irrelevant
Former Procter & Gamble financial advisor files national origin discrimination complaint with EEOC,Procter & Gamble,irrelevant
Capital One ordered by state attorneys general to pay $215 million over consumer protection violations,Capital One,relevant
Raytheon store manager charged with assault following workplace altercation in Houston,Raytheon,irrelevant
General Motors CEO to deliver keynote at the Aspen Ideas Festival,General Motors,irrelevant
AT&T branch teller faces criminal charges unrelated to employment in Denver,AT&T,irrelevant
IBM Q4 miss: revenue and earnings both fall short as softer consumer device demand,IBM,relevant
Rumour: Could Waste Management be exploring a merger? Analysts are watching,Waste Management,irrelevant
Charles Schwab faces class-action lawsuit over alleged pregnancy discrimination among human resources managers,Charles Schwab,irrelevant
Microsoft data center revenue surges 27% on record AI chip demand,Microsoft,relevant
"Piper Sandler boosts Lockheed Martin to hold, sees accelerating revenue growth",Lockheed Martin,irrelevant
Walt Disney faces criticism from advocacy groups over marketing to minors allegations,Walt Disney,irrelevant
McDonald's fined $10 million by state attorneys general over a customer privacy complaint,McDonald's,irrelevant
Dollar General workers vote to ratify new labor agreement at key distribution center,Dollar General,relevant
Microsoft workers circulate petition calling for improved workplace safety standards,Microsoft,irrelevant
Dow faces consumer boycott over executive compensation disclosures,Dow,irrelevant
Bank of America president says interest rates requires urgent attention from elected officials,Bank of America,irrelevant
Oracle blows past Q4 estimates on AI-driven demand acceleration,Oracle,relevant
"Nike divestiture seen as competitive threat to Costco, analyst says",Costco,irrelevant
Mastercard raises quarterly dividend 7% to $1.25 per share,Mastercard,relevant
Kraft Heinz pulls advertising from streaming service following community backlash,Kraft Heinz,irrelevant
"Airbnb to eliminate 12,000 positions as part of $1.2 billion cost reduction plan",Airbnb,relevant
Is Norfolk Southern's latest smartphones worth buying? A consumer review,Norfolk Southern,irrelevant
ServiceNow shares extends its losing streak amid risk-off sentiment,ServiceNow,irrelevant
"Home Depot announces 10,000 job cuts in R&D division amid cost reduction program",Home Depot,relevant
JPMorgan flags Halliburton among the companies most affected by the deal in note on Apple divestiture,Halliburton,irrelevant
Apple tops the Street on both revenue and earnings in Q2,Apple,relevant
"Paramount Global reports Q1 revenue of $3.0 billion, falls short of expectations on improved advertising revenue",Paramount Global,relevant
Oracle customer service representative charged with embezzling from customer accounts in New York,Oracle,irrelevant
the holiday season: the best Progressive televisions deals you can get right now,Progressive,irrelevant
Ralph Lauren drops sponsorship of annual awards show following social media backlash,Ralph Lauren,irrelevant
"Raytheon turns in a Q4 quarter investors had feared, stock drops",Raytheon,relevant
Procter & Gamble unveils three-year plan to cut costs by $1.8 billion,Procter & Gamble,relevant
Verizon vs competitors: which software subscriptions is right for you,Verizon,irrelevant
Wells Fargo branch teller arrested after incident caught on security camera in Atlanta,Wells Fargo,irrelevant
Bank of America raises quarterly dividend 7% to $0.45 per share,Bank of America,relevant
"RBC Capital Markets cuts Target to sell, lowers price target on earnings miss",Target,irrelevant
Yum Brands logistics coordinator arrested after incident caught on security camera in Philadelphia,Yum Brands,irrelevant
"Deere & Company announces 10,000 corporate layoffs, shares fall on restructuring news",Deere & Company,relevant
Ford confirms receipt of EPA civil investigative demand over market manipulation,Ford,relevant
BlackRock credit rating downgraded by S&P citing diversified revenue mix,BlackRock,relevant
Allstate employees protest return-to-office mandate at headquarters,Allstate,irrelevant
Target retail associate suspended following investigation into personal conduct in New York,Target,irrelevant
ExxonMobil software engineer sued by customer over personal conduct during shift in Atlanta,ExxonMobil,irrelevant
"Airbnb reports 21% drop in quarterly revenue, cuts annual guidance",Airbnb,relevant
"CVS Health receives FDA approval for new medical device company treatment, shares rise",CVS Health,relevant
"ServiceNow to eliminate 4,000 positions as part of $22.0 billion cost reduction plan",ServiceNow,relevant
AbbVie denies wrongdoing in sexual harassment complaint filed by group of retail workers,AbbVie,irrelevant
Charles Schwab rolls out a new rewards tracker to its streaming platform,Charles Schwab,irrelevant
"Pfizer reaches new four-year labor agreement with union representing 5,500 workers",Pfizer,relevant
"Piper Sandler boosts American Express to buy, sees accelerating revenue growth",American Express,irrelevant
Aflac human resources manager charged with harassment following complaint by coworker in Atlanta,Aflac,irrelevant
FedEx employees protest new attendance tracking system at headquarters,FedEx,irrelevant
Jefferies flags Starbucks as a likely target in a broader sector consolidation in note on FedEx merger,Starbucks,irrelevant
"Needham raises Capital One to hold, cites market share gains",Capital One,irrelevant
Visa settles gender discrimination complaint filed by group of delivery drivers for undisclosed amount,Visa,irrelevant
Dow warns Q2 results will miss estimates due to weaker-than-expected pricing,Dow,relevant
Northrop Grumman store manager arrested for alleged theft from delivery route in Boston,Northrop Grumman,irrelevant
Accenture credit rating downgraded by Fitch citing strong capital position,Accenture,relevant
Wells Fargo suspends quarterly dividend amid cash flow concerns,Wells Fargo,relevant
Charles Schwab ranks among Time's 100 most influential companies for the first time,Charles Schwab,irrelevant
Amazon financial advisor arrested after incident caught on security camera in Charlotte,Amazon,irrelevant
IBM blows past Q1 estimates on robust enterprise software renewals,IBM,relevant
Emerson Electric human resources manager arrested in connection with unrelated drug charges in Denver,Emerson Electric,irrelevant
TD Cowen flags Colgate-Palmolive as a potential bidder that chose not to participate in note on Starbucks merger,Colgate-Palmolive,irrelevant
Report: Lockheed Martin holds 27% market share in ride-sharing per Nielsen,Lockheed Martin,irrelevant
Halliburton CEO to deliver keynote at the Goldman Sachs Communacopia conference,Halliburton,irrelevant
Nvidia former president leaves to join a venture capital fund in senior role,Nvidia,irrelevant
Comcast denies wrongdoing in national origin discrimination complaint filed by group of warehouse workers,Comcast,irrelevant
Group of former General Motors store managers alleges racial discrimination in federal class-action,General Motors,irrelevant
Microsoft announces plan to separate into two independent publicly traded companies,Microsoft,relevant
General Motors vs competitors: which headphones is right for you,General Motors,irrelevant
"RBC Capital Markets downgrades American Express to sell, cites macro headwinds",American Express,irrelevant
IBM Q4 operating income surges 24% on strong advertising revenue,IBM,relevant
Ralph Lauren co-founder says energy policy is more complex than most policymakers appreciate,Ralph Lauren,irrelevant
McDonald's factory worker cited for personal safety violation in Seattle,McDonald's,irrelevant
Tyson Foods releases dark mode to its developer portal,Tyson Foods,irrelevant
Colgate-Palmolive credit rating upgraded by DBRS citing deteriorating free cash flow,Colgate-Palmolive,relevant
FedEx chief executive says the federal budget cannot be solved by the private sector alone,FedEx,irrelevant
Microsoft announces $90.0 billion share buyback program,Microsoft,relevant
Best Chevron deals this Black Friday: our top picks,Chevron,irrelevant
Republic Services president says data privacy law is something all companies need to take seriously,Republic Services,irrelevant
Caterpillar to acquire industrial software company for $1.2 billion in all-stock deal,Caterpillar,relevant
"Merck announces 4,000 corporate layoffs, shares fall on restructuring news",Merck,relevant
"Comedian references Visa in viral stand-up set, clip goes viral",Visa,irrelevant
"Evercore ISI trims Caterpillar to sell, cites macro headwinds",Caterpillar,irrelevant
Paramount Global agrees to sell film studio for $8.3 billion to private equity firm,Paramount Global,relevant
Former Kraft Heinz former chief revenue officer appointed to advisory board of a rival startup,Kraft Heinz,irrelevant
ConocoPhillips rolls out a redesigned home screen to its developer portal,ConocoPhillips,irrelevant
Booking Holdings store manager charged with harassment following complaint by coworker in Minneapolis,Booking Holdings,irrelevant
"Waste Management and industry peer confirm merger talks, deal could be worth $5.1 billion",Waste Management,relevant
JPMorgan Chase shares trade lower as the S&P 500 drops — no new company news,JPMorgan Chase,irrelevant
"Alphabet to eliminate 12,000 positions as part of $14.0 billion cost reduction plan",Alphabet,relevant
Tesla chief operating officer says supply chain resilience cannot be solved by the private sector alone,Tesla,irrelevant
Dollar General raises full-year guidance after Q1 beat on strong comparable store sales growth,Dollar General,relevant
Progressive sales representative charged with harassment following complaint by coworker in Boston,Progressive,irrelevant
Judge orders American Express to pay $380 million in damages over consumer protection violations,American Express,relevant
IDC ranks Morgan Stanley as the leading provider in enterprise software,Morgan Stanley,irrelevant
Booking Holdings CFO says inflation is moving in the right direction but more work remains,Booking Holdings,irrelevant
American Express faces class-action lawsuit over alleged religious discrimination among retail associates,American Express,irrelevant
Republic Services loses core business contract to rival in blow to revenue outlook,Republic Services,relevant
Yum Brands agrees to sell snack foods division for $1.2 billion to strategic acquirer,Yum Brands,relevant
"Allstate posts Q1 net income of $2.5 billion, comes in below consensus",Allstate,relevant
Chipotle district manager charged with running fraud scheme at local branch in Los Angeles,Chipotle,irrelevant
ConocoPhillips software engineer charged with assault following workplace altercation in Denver,ConocoPhillips,irrelevant
CSX CFO says the labor market is a concern shared by businesses of all sizes,CSX,irrelevant
"Target announces 3,000 job cuts in R&D division amid cost reduction program",Target,relevant
New Goldman Sachs Research data shows Eli Lilly gaining share in enterprise software,Eli Lilly,irrelevant
Group of former Caterpillar district managers alleges sexual harassment in federal class-action,Caterpillar,irrelevant
"Microsoft CEO departs following board review, board launches external search",Microsoft,relevant
Waste Management chief executive says deficit spending is more complex than most policymakers appreciate,Waste Management,irrelevant
"Mizuho boosts Chipotle to buy, cites strong earnings visibility",Chipotle,irrelevant
New eMarketer data shows T-Mobile gaining share in ride-sharing,T-Mobile,irrelevant
Paramount Global denies wrongdoing in religious discrimination complaint filed by former sales representative,Paramount Global,irrelevant
Travelers introduces a new password manager to its developer portal,Travelers,irrelevant
Consumer guide: ExxonMobil headphones ranked and reviewed,ExxonMobil,irrelevant
Northrop Grumman CEO joins panel discussion at the World Economic Forum in Davos on workforce transformation,Northrop Grumman,irrelevant
UnitedHealth faces class-action lawsuit over alleged pregnancy discrimination among financial advisors,UnitedHealth,irrelevant
"Wells Fargo announces 18,000 job cuts in investment banking amid strategic review",Wells Fargo,relevant
Costco Q2 operating income surges 21% on strong seasonal demand,Costco,relevant
Nike employees stage walkout over return-to-office mandate,Nike,irrelevant
Amazon to acquire enterprise software company for $22.0 billion in all-stock deal,Amazon,relevant
"Kimberly-Clark posts Q1 net income of $5.1 billion, tops expectations",Kimberly-Clark,relevant
Raytheon enables new color themes to its website,Raytheon,irrelevant
UPS enables enhanced map view to its streaming platform,UPS,irrelevant
Group of former Comcast customer service representatives alleges pay discrimination in federal class-action,Comcast,irrelevant
Costco recognized on Forbes' list of best employers for workplace culture,Costco,irrelevant
Analyst says Amazon acquisition positions the company ahead of Microsoft,Microsoft,irrelevant
"FedEx announces 3,000 corporate layoffs, shares fall on restructuring news",FedEx,relevant
Honeywell refreshes a new rewards tracker to its retail website,Honeywell,irrelevant
Home Depot sued by former engineer alleging religious discrimination in scheduling practices,Home Depot,irrelevant
BlackRock acquires payments company for $145 million to bolster payments company,BlackRock,relevant
"Visa issues profit warning, slashes guidance citing elevated credit card delinquencies",Visa,relevant
ExxonMobil cuts full-year guidance citing weak refining margins,ExxonMobil,relevant
Charles Schwab CFO scheduled to appear at the MIT Sloan Management Conference investor day,Charles Schwab,irrelevant
EEOC opens investigation into Airbnb over alleged disability discrimination in workplace culture,Airbnb,irrelevant
Honeywell shares gives back recent gains following weaker-than-expected jobs data,Honeywell,irrelevant
"Baird raises Tesla to overweight, cites strong earnings visibility",Tesla,irrelevant
Colgate-Palmolive Q3 operating income surges 15% on strong international emerging market sales,Colgate-Palmolive,relevant
"Google's restructuring deal raises questions about Northrop Grumman's position, per RBC Capital Markets",Northrop Grumman,irrelevant
Pfizer enables an updated help center to its cloud console,Pfizer,irrelevant
FedEx faces criticism from advocacy groups over overseas manufacturing practices,FedEx,irrelevant
Tyson Foods to pay $18 million in connection with a customer privacy complaint investigation,Tyson Foods,irrelevant
